national_dex,identifier,source_species_token,introduced_generation,hp,attack,defense,speed,sp_attack,sp_defense,type1_token,type2_token,type1_id,type2_id,catch_rate,base_exp,held_item_common,held_item_rare,held_item_common_id,held_item_rare_id,gender_token,gender_threshold,hatch_cycles,friendship_base,friendship_source_token,growth_token,growth_id,egg_group1_token,egg_group2_token,egg_group1_id,egg_group2_id,tmhm_tokens,tmhm_flag_count,tmhm_bits_hex,source_path
146,moltres,MOLTRES,1,90,100,90,90,125,85,FIRE,FLYING,9,2,3,217,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,80,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|SWIFT|DETECT|REST|STEEL_WING|FLY|FLAMETHROWER,60,b4561bc4764c0802,pokecrystal/data/pokemon/base_stats/moltres.asm
147,dratini,DRATINI,1,41,64,45,50,50,50,DRAGON,DRAGON,15,15,45,67,NO_ITEM,DRAGON_SCALE,0,151,GENDER_F50,127,40,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_1,EGG_DRAGON,2,14,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DETECT|REST|ATTRACT|SURF|WATERFALL|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,66b2db85661c100f,pokecrystal/data/pokemon/base_stats/dratini.asm
148,dragonair,DRAGONAIR,1,61,84,65,70,70,70,DRAGON,DRAGON,15,15,45,144,NO_ITEM,DRAGON_SCALE,0,151,GENDER_F50,127,40,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_1,EGG_DRAGON,2,14,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DETECT|REST|ATTRACT|SURF|WATERFALL|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,66b2db85661c100f,pokecrystal/data/pokemon/base_stats/dragonair.asm
149,dragonite,DRAGONITE,1,91,134,95,80,100,100,DRAGON,FLYING,15,2,45,218,NO_ITEM,DRAGON_SCALE,0,151,GENDER_F50,127,40,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_1,EGG_DRAGON,2,14,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|THUNDER|RETURN|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|SWIFT|THUNDERPUNCH|DETECT|REST|ATTRACT|STEEL_WING|FIRE_PUNCH|FURY_CUTTER|FLY|SURF|STRENGTH|WHIRLPOOL|WATERFALL|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,e7f2dbc577ddb90f,pokecrystal/data/pokemon/base_stats/dragonite.asm
150,mewtwo,MEWTWO,1,106,110,90,130,154,90,PSYCHIC_TYPE,PSYCHIC_TYPE,13,13,3,220,NO_ITEM,BERSERK_GENE,0,152,GENDER_UNKNOWN,255,120,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|THUNDER|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|THUNDERPUNCH|DREAM_EATER|DETECT|REST|FIRE_PUNCH|NIGHTMARE|STRENGTH|FLASH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,e7f77bf5678f620e,pokecrystal/data/pokemon/base_stats/mewtwo.asm
151,mew,MEW,1,100,100,100,100,100,100,PSYCHIC_TYPE,PSYCHIC_TYPE,13,13,45,64,NO_ITEM,MIRACLEBERRY,0,109,GENDER_UNKNOWN,255,120,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_NONE,EGG_NONE,15,15,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|DRAGONBREATH|THUNDER|EARTHQUAKE|RETURN|DIG|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|SANDSTORM|FIRE_BLAST|SWIFT|DEFENSE_CURL|THUNDERPUNCH|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|STEEL_WING|FIRE_PUNCH|FURY_CUTTER|NIGHTMARE|CUT|FLY|SURF|STRENGTH|FLASH|WHIRLPOOL|WATERFALL|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,ffffffffffffff0f,pokecrystal/data/pokemon/base_stats/mew.asm
152,chikorita,CHIKORITA,2,45,49,65,45,49,65,GRASS,GRASS,11,11,45,64,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MONSTER,EGG_PLANT,1,7,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DETECT|REST|ATTRACT|CUT|FLASH,60,261e7dc4061c4400,pokecrystal/data/pokemon/base_stats/chikorita.asm
153,bayleef,BAYLEEF,2,60,62,80,60,63,80,GRASS,GRASS,11,11,45,141,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MONSTER,EGG_PLANT,1,7,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DETECT|REST|ATTRACT|FURY_CUTTER|CUT|STRENGTH|FLASH,60,a61e7dc4061c6500,pokecrystal/data/pokemon/base_stats/bayleef.asm
154,meganium,MEGANIUM,2,80,82,100,80,83,100,GRASS,GRASS,11,11,45,208,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MONSTER,EGG_PLANT,1,7,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|EARTHQUAKE|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DETECT|REST|ATTRACT|FURY_CUTTER|CUT|STRENGTH|FLASH,60,a65e7dc6061c6500,pokecrystal/data/pokemon/base_stats/meganium.asm
155,cyndaquil,CYNDAQUIL,2,39,52,43,65,60,50,FIRE,FIRE,9,9,45,65,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROLLOUT|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DEFENSE_CURL|DETECT|REST|ATTRACT|CUT|FLAMETHROWER,60,2e1659cce61c0402,pokecrystal/data/pokemon/base_stats/cyndaquil.asm
156,quilava,QUILAVA,2,58,64,58,80,80,65,FIRE,FIRE,9,9,45,142,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DEFENSE_CURL|DETECT|REST|ATTRACT|FURY_CUTTER|CUT|STRENGTH|FLAMETHROWER,60,be1659cce61c2502,pokecrystal/data/pokemon/base_stats/quilava.asm
157,typhlosion,TYPHLOSION,2,78,84,78,100,109,85,FIRE,FIRE,9,9,45,209,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_GROUND,EGG_GROUND,5,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DEFENSE_CURL|THUNDERPUNCH|DETECT|REST|ATTRACT|FIRE_PUNCH|FURY_CUTTER|CUT|STRENGTH|FLAMETHROWER,60,bf5659cee69d2502,pokecrystal/data/pokemon/base_stats/typhlosion.asm
158,totodile,TOTODILE,2,50,65,64,43,44,48,WATER,WATER,10,10,45,66,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MONSTER,EGG_WATER_1,1,2,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|DETECT|REST|ATTRACT|CUT|SURF|WHIRLPOOL|ICE_BEAM,60,27b25bcc071c9408,pokecrystal/data/pokemon/base_stats/totodile.asm
159,croconaw,CROCONAW,2,65,80,80,58,59,63,WATER,WATER,10,10,45,143,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MONSTER,EGG_WATER_1,1,2,DYNAMICPUNCH|HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|DETECT|REST|ATTRACT|FURY_CUTTER|CUT|SURF|STRENGTH|WHIRLPOOL|ICE_BEAM,60,b7b25bcc071cb508,pokecrystal/data/pokemon/base_stats/croconaw.asm
160,feraligatr,FERALIGATR,2,85,105,100,78,79,83,WATER,WATER,10,10,45,210,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MONSTER,EGG_WATER_1,1,2,DYNAMICPUNCH|HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|DETECT|REST|ATTRACT|FURY_CUTTER|CUT|SURF|STRENGTH|WHIRLPOOL|ICE_BEAM,60,b7f25bce071cb508,pokecrystal/data/pokemon/base_stats/feraligatr.asm
161,sentret,SENTRET,2,35,46,34,20,35,45,NORMAL,NORMAL,0,0,255,57,NO_ITEM,BERRY,0,173,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DIG|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|FURY_CUTTER|CUT|SURF,60,2f1659ecc7bd1500,pokecrystal/data/pokemon/base_stats/sentret.asm
162,furret,FURRET,2,85,76,64,90,45,55,NORMAL,NORMAL,0,0,90,116,BERRY,GOLD_BERRY,173,174,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DIG|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|FURY_CUTTER|CUT|SURF|STRENGTH,60,2f5659ecc7bd3500,pokecrystal/data/pokemon/base_stats/furret.asm
163,hoothoot,HOOTHOOT,2,60,30,30,50,36,56,NORMAL,FLYING,0,2,255,58,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_FLYING,EGG_FLYING,4,4,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|STEEL_WING|NIGHTMARE|FLY|FLASH,60,241619c4467e4a00,pokecrystal/data/pokemon/base_stats/hoothoot.asm
164,noctowl,NOCTOWL,2,100,50,50,70,76,96,NORMAL,FLYING,0,2,90,162,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_FLYING,EGG_FLYING,4,4,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|STEEL_WING|NIGHTMARE|FLY|FLASH,60,245619c4467e4a00,pokecrystal/data/pokemon/base_stats/noctowl.asm
165,ledyba,LEDYBA,2,40,20,30,55,40,80,BUG,FLYING,6,2,255,54,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_BUG,EGG_BUG,3,3,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DIG|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|THUNDERPUNCH|REST|ATTRACT|THIEF|FLASH,60,2f1e3d8c47394000,pokecrystal/data/pokemon/base_stats/ledyba.asm
166,ledian,LEDIAN,2,55,35,50,85,55,110,BUG,FLYING,6,2,90,134,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_BUG,EGG_BUG,3,3,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DIG|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|THUNDERPUNCH|REST|ATTRACT|THIEF|FLASH,60,2f5e3d8c47394000,pokecrystal/data/pokemon/base_stats/ledian.asm
167,spinarak,SPINARAK,2,40,60,40,30,40,40,BUG,POISON,6,3,255,54,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_BUG,EGG_BUG,3,3,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DIG|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|REST|ATTRACT|THIEF|FLASH,60,24163d9c0e384000,pokecrystal/data/pokemon/base_stats/spinarak.asm
168,ariados,ARIADOS,2,70,90,70,40,60,60,BUG,POISON,6,3,90,134,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_BUG,EGG_BUG,3,3,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DIG|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|REST|ATTRACT|THIEF|FLASH,60,24563d9c0e384000,pokecrystal/data/pokemon/base_stats/ariados.asm
169,crobat,CROBAT,2,85,90,80,130,70,80,POISON,FLYING,3,2,90,204,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_FLYING,EGG_FLYING,4,4,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|STEEL_WING|FLY,60,24561d84467c0800,pokecrystal/data/pokemon/base_stats/crobat.asm
170,chinchou,CHINCHOU,2,75,38,38,67,56,56,WATER,ELECTRIC,10,12,190,90,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_2,EGG_WATER_2,12,12,CURSE|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|REST|ATTRACT|SURF|FLASH|WHIRLPOOL|WATERFALL|THUNDERBOLT|ICE_BEAM,60,64121b850618d00d,pokecrystal/data/pokemon/base_stats/chinchou.asm
171,lanturn,LANTURN,2,125,58,58,67,76,76,WATER,ELECTRIC,10,12,75,156,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_2,EGG_WATER_2,12,12,CURSE|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|REST|ATTRACT|SURF|FLASH|WHIRLPOOL|WATERFALL|THUNDERBOLT|ICE_BEAM,60,64521b850618d00d,pokecrystal/data/pokemon/base_stats/lanturn.asm
172,pichu,PICHU,2,20,40,15,60,35,35,ELECTRIC,ELECTRIC,12,12,190,42,NO_ITEM,BERRY,0,173,GENDER_F50,127,10,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|DETECT|REST|ATTRACT|FLASH|THUNDERBOLT,60,6e125bc5c61c4004,pokecrystal/data/pokemon/base_stats/pichu.asm
173,cleffa,CLEFFA,2,50,25,28,15,45,55,NORMAL,NORMAL,0,0,150,37,MYSTERYBERRY,MOON_STONE,150,8,GENDER_F75,191,10,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|DEFENSE_CURL|DREAM_EATER|DETECT|REST|ATTRACT|NIGHTMARE|FLASH|FLAMETHROWER,60,6e977bf4a61e4202,pokecrystal/data/pokemon/base_stats/cleffa.asm
174,igglybuff,IGGLYBUFF,2,90,30,15,15,40,20,NORMAL,NORMAL,0,0,170,39,NO_ITEM,NO_ITEM,0,0,GENDER_F75,191,10,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|DEFENSE_CURL|DREAM_EATER|DETECT|REST|ATTRACT|NIGHTMARE|FLASH|FLAMETHROWER,60,6e973bf4a61e4202,pokecrystal/data/pokemon/base_stats/igglybuff.asm
175,togepi,TOGEPI,2,35,20,65,20,40,65,NORMAL,NORMAL,0,0,190,74,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,10,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DEFENSE_CURL|DREAM_EATER|DETECT|REST|ATTRACT|FLASH|FLAMETHROWER,60,ee173bf4e61e4002,pokecrystal/data/pokemon/base_stats/togepi.asm
176,togetic,TOGETIC,2,55,40,85,40,80,105,NORMAL,FLYING,0,2,75,114,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,10,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_FLYING,EGG_FAIRY,4,6,HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DEFENSE_CURL|DREAM_EATER|DETECT|REST|ATTRACT|STEEL_WING|FLY|FLASH|FLAMETHROWER,60,ee573bf4e65e4802,pokecrystal/data/pokemon/base_stats/togetic.asm
177,natu,NATU,2,40,50,45,70,70,45,PSYCHIC_TYPE,FLYING,13,2,190,73,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_FLYING,EGG_FLYING,4,4,CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|NIGHTMARE|FLASH,60,24173d94463e4200,pokecrystal/data/pokemon/base_stats/natu.asm
178,xatu,XATU,2,65,75,70,95,95,70,PSYCHIC_TYPE,FLYING,13,2,75,171,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_FLYING,EGG_FLYING,4,4,CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|NIGHTMARE|FLY|FLASH,60,24573d94463e4a00,pokecrystal/data/pokemon/base_stats/xatu.asm
179,mareep,MAREEP,2,55,40,40,35,65,45,ELECTRIC,ELECTRIC,12,12,235,59,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MONSTER,EGG_GROUND,1,5,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|REST|ATTRACT|FLASH|THUNDERBOLT,60,66125b85c6184004,pokecrystal/data/pokemon/base_stats/mareep.asm
